"R2","lin","inter","betaLin","betaInter","R2_lin","R2_inter","R2_total","R2_add","diff"
0.2,0.5,0.5,0.118653799189277,0.34950582986895,0.0999961653914103,0.0999994058153237,0.200077706092324,0.199995571206734,NA
0.5,0.5,0.5,0.237348705842221,0.699122713233416,0.249999073787988,0.250000000104811,0.500204415273545,0.499999073892799,NA
0.8,0.5,0.5,0.474990412098109,1.39910721068174,0.399999313906849,0.400000073589341,0.800327934062378,0.799999387496191,NA
0.2,0,1,0,0.494253147486151,0,0.199999870578876,0.199999870578876,0.199999870578876,NA
0.5,0,1,0,0.988507196981866,0,0.500000254028007,0.500000254028007,0.500000254028007,NA
0.8,0,1,0,1.97701394592482,0,0.80000009005822,0.80000009005822,0.80000009005822,NA
0.2,1,0,0.167796338881048,0,0.199998968935058,0,0.199998968935058,0.199998968935058,NA
0.5,1,0,0.335595248946726,0,0.500002219754815,0,0.500002219754815,0.500002219754815,NA
0.8,1,0,0.671189129355878,0,0.800000768170774,0,0.800000768170774,0.800000768170774,NA
