"R2","lin","inter","betaLin","betaInter","R2_lin","R2_inter","R2_total","R2_add","diff"
0.2,0.5,0.5,0.118675073683588,0.203677372255593,0.0999961559302759,0.0999986997372065,0.200364554976696,0.199994855667482,NA
0.5,0.5,0.5,0.237519613011847,0.407641144953285,0.249999095978499,0.250000001387556,0.500923367744417,0.499999097366055,NA
0.8,0.5,0.5,0.476362589560052,0.817553780959014,0.399998280045079,0.40000000162823,0.801477113771979,0.799998281673309,NA
0.2,0,1,-1.11022302462516e-16,0.287979189950167,8.75553935540514e-32,0.199999614135814,0.199999614135814,0.199999614135814,NA
0.5,0,1,-1.11022302462516e-16,0.575959940545232,5.4722012285057e-32,0.500000751909308,0.500000751909308,0.500000751909308,NA
0.8,0,1,-1.11022302462516e-16,1.15191906750545,2.18888098995913e-32,0.800000255210199,0.800000255210199,0.800000255210199,NA
0.2,1,0,0.167796313599007,0,0.199998920720528,0,0.199998920720528,0.199998920720528,NA
0.5,1,0,0.335595243862295,0,0.500002212179572,0,0.500002212179572,0.500002212179572,NA
0.8,1,0,0.671189145415426,0,0.800000775827395,0,0.800000775827395,0.800000775827395,NA
